項次,西元年,民國年,性別,年齡,死亡機率
5072,2040,129,男性,74歲,0.0258
5073,2040,129,女性,74歲,0.01307
5074,2040,129,總計,75歲,0.02093
5075,2040,129,男性,75歲,0.02846
5076,2040,129,女性,75歲,0.01464
5077,2040,129,總計,76歲,0.02314
5078,2040,129,男性,76歲,0.03137
5079,2040,129,女性,76歲,0.01636
5080,2040,129,總計,77歲,0.02559
5081,2040,129,男性,77歲,0.03457
5082,2040,129,女性,77歲,0.01829
5083,2040,129,總計,78歲,0.02831
5084,2040,129,男性,78歲,0.03812
5085,2040,129,女性,78歲,0.02047
5086,2040,129,總計,79歲,0.0313
5087,2040,129,男性,79歲,0.04201
5088,2040,129,女性,79歲,0.02289
5089,2040,129,總計,80歲,0.03479
5090,2040,129,男性,80歲,0.04621
5091,2040,129,女性,80歲,0.02601
5092,2040,129,總計,81歲,0.03864
5093,2040,129,男性,81歲,0.05081
5094,2040,129,女性,81歲,0.02947
5095,2040,129,總計,82歲,0.04287
5096,2040,129,男性,82歲,0.05583
5097,2040,129,女性,82歲,0.03332
5098,2040,129,總計,83歲,0.04747
5099,2040,129,男性,83歲,0.06122
5100,2040,129,女性,83歲,0.03758
5101,2040,129,總計,84歲,0.05248
5102,2040,129,男性,84歲,0.06702
5103,2040,129,女性,84歲,0.04228
5104,2040,129,總計,85歲,0.05979
5105,2040,129,男性,85歲,0.07478
5106,2040,129,女性,85歲,0.04953
5107,2040,129,總計,86歲,0.06578
5108,2040,129,男性,86歲,0.0816
5109,2040,129,女性,86歲,0.05525
5110,2040,129,總計,87歲,0.07231
5111,2040,129,男性,87歲,0.08897
5112,2040,129,女性,87歲,0.06153
5113,2040,129,總計,88歲,0.0794
5114,2040,129,男性,88歲,0.0969
5115,2040,129,女性,88歲,0.0684
5116,2040,129,總計,89歲,0.0871
5117,2040,129,男性,89歲,0.1054
5118,2040,129,女性,89歲,0.07596
5119,2040,129,總計,90歲,0.09552
5120,2040,129,男性,90歲,0.11455
5121,2040,129,女性,90歲,0.08429
5122,2040,129,總計,91歲,0.10474
5123,2040,129,男性,91歲,0.12443
5124,2040,129,女性,91歲,0.09352
5125,2040,129,總計,92歲,0.11481
5126,2040,129,男性,92歲,0.13503
5127,2040,129,女性,92歲,0.10367
5128,2040,129,總計,93歲,0.12571
5129,2040,129,男性,93歲,0.14633
5130,2040,129,女性,93歲,0.11476
5131,2040,129,總計,94歲,0.13748
5132,2040,129,男性,94歲,0.15833
5133,2040,129,女性,94歲,0.1268
5134,2040,129,總計,95歲,0.15057
5135,2040,129,男性,95歲,0.17132
5136,2040,129,女性,95歲,0.14032
5137,2040,129,總計,96歲,0.16423
5138,2040,129,男性,96歲,0.18467
5139,2040,129,女性,96歲,0.15449
5140,2040,129,總計,97歲,0.17855
5141,2040,129,男性,97歲,0.19853
5142,2040,129,女性,97歲,0.16937
5143,2040,129,總計,98歲,0.19401
5144,2040,129,男性,98歲,0.21321
5145,2040,129,女性,98歲,0.1855
5146,2040,129,總計,99歲,0.21065
5147,2040,129,男性,99歲,0.22873
5148,2040,129,女性,99歲,0.20291
5149,2040,129,總計,100歲及以上,1
5150,2040,129,男性,100歲及以上,1
5151,2040,129,女性,100歲及以上,1
5152,2041,130,總計,0歲,0.00317
5153,2041,130,男性,0歲,0.00339
5154,2041,130,女性,0歲,0.00296
5155,2041,130,總計,1歲,0.00016
5156,2041,130,男性,1歲,0.00017
5157,2041,130,女性,1歲,0.00014
5158,2041,130,總計,2歲,0.0001
5159,2041,130,男性,2歲,0.0001
5160,2041,130,女性,2歲,9E-05
5161,2041,130,總計,3歲,8E-05
5162,2041,130,男性,3歲,9E-05
5163,2041,130,女性,3歲,7E-05
5164,2041,130,總計,4歲,6E-05
5165,2041,130,男性,4歲,7E-05
5166,2041,130,女性,4歲,6E-05
5167,2041,130,總計,5歲,6E-05
5168,2041,130,男性,5歲,6E-05
5169,2041,130,女性,5歲,6E-05
5170,2041,130,總計,6歲,6E-05
5171,2041,130,男性,6歲,6E-05
5172,2041,130,女性,6歲,5E-05
5173,2041,130,總計,7歲,6E-05
5174,2041,130,男性,7歲,6E-05
5175,2041,130,女性,7歲,5E-05
5176,2041,130,總計,8歲,5E-05
5177,2041,130,男性,8歲,5E-05
5178,2041,130,女性,8歲,5E-05
5179,2041,130,總計,9歲,5E-05
5180,2041,130,男性,9歲,5E-05
5181,2041,130,女性,9歲,5E-05
5182,2041,130,總計,10歲,6E-05
5183,2041,130,男性,10歲,6E-05
5184,2041,130,女性,10歲,6E-05
5185,2041,130,總計,11歲,6E-05
5186,2041,130,男性,11歲,6E-05
5187,2041,130,女性,11歲,6E-05
5188,2041,130,總計,12歲,8E-05
5189,2041,130,男性,12歲,8E-05
5190,2041,130,女性,12歲,8E-05
5191,2041,130,總計,13歲,9E-05
5192,2041,130,男性,13歲,0.0001
5193,2041,130,女性,13歲,9E-05
5194,2041,130,總計,14歲,0.00012
5195,2041,130,男性,14歲,0.00014
5196,2041,130,女性,14歲,0.0001
5197,2041,130,總計,15歲,0.00015
5198,2041,130,男性,15歲,0.0002
5199,2041,130,女性,15歲,0.00011
5200,2041,130,總計,16歲,0.00019
5201,2041,130,男性,16歲,0.00026
5202,2041,130,女性,16歲,0.00012
5203,2041,130,總計,17歲,0.00022
5204,2041,130,男性,17歲,0.00031
5205,2041,130,女性,17歲,0.00014
5206,2041,130,總計,18歲,0.00026
5207,2041,130,男性,18歲,0.00036
5208,2041,130,女性,18歲,0.00016
5209,2041,130,總計,19歲,0.00028
5210,2041,130,男性,19歲,0.00038
5211,2041,130,女性,19歲,0.00018
5212,2041,130,總計,20歲,0.00029
5213,2041,130,男性,20歲,0.00039
5214,2041,130,女性,20歲,0.00019
5215,2041,130,總計,21歲,0.0003
5216,2041,130,男性,21歲,0.0004
5217,2041,130,女性,21歲,0.0002
5218,2041,130,總計,22歲,0.0003
5219,2041,130,男性,22歲,0.0004
5220,2041,130,女性,22歲,0.00021
5221,2041,130,總計,23歲,0.00031
5222,2041,130,男性,23歲,0.0004
5223,2041,130,女性,23歲,0.00022
5224,2041,130,總計,24歲,0.00031
5225,2041,130,男性,24歲,0.0004
5226,2041,130,女性,24歲,0.00022
5227,2041,130,總計,25歲,0.00031
5228,2041,130,男性,25歲,0.00039
5229,2041,130,女性,25歲,0.00023
5230,2041,130,總計,26歲,0.00031
5231,2041,130,男性,26歲,0.00038
5232,2041,130,女性,26歲,0.00024
5233,2041,130,總計,27歲,0.00032
5234,2041,130,男性,27歲,0.00039
5235,2041,130,女性,27歲,0.00026
5236,2041,130,總計,28歲,0.00034
5237,2041,130,男性,28歲,0.0004
5238,2041,130,女性,28歲,0.00028
5239,2041,130,總計,29歲,0.00037
5240,2041,130,男性,29歲,0.00043
5241,2041,130,女性,29歲,0.0003
5242,2041,130,總計,30歲,0.0004
5243,2041,130,男性,30歲,0.00047
5244,2041,130,女性,30歲,0.00032
5245,2041,130,總計,31歲,0.00043
5246,2041,130,男性,31歲,0.00052
5247,2041,130,女性,31歲,0.00035
5248,2041,130,總計,32歲,0.00048
5249,2041,130,男性,32歲,0.00057
5250,2041,130,女性,32歲,0.00038
5251,2041,130,總計,33歲,0.00052
5252,2041,130,男性,33歲,0.00063
5253,2041,130,女性,33歲,0.00041
5254,2041,130,總計,34歲,0.00056
5255,2041,130,男性,34歲,0.00069
5256,2041,130,女性,34歲,0.00043
5257,2041,130,總計,35歲,0.00061
5258,2041,130,男性,35歲,0.00076
5259,2041,130,女性,35歲,0.00046
5260,2041,130,總計,36歲,0.00067
5261,2041,130,男性,36歲,0.00085
5262,2041,130,女性,36歲,0.0005
5263,2041,130,總計,37歲,0.00074
5264,2041,130,男性,37歲,0.00095
5265,2041,130,女性,37歲,0.00053
5266,2041,130,總計,38歲,0.00082
5267,2041,130,男性,38歲,0.00106
5268,2041,130,女性,38歲,0.00058
5269,2041,130,總計,39歲,0.0009
5270,2041,130,男性,39歲,0.00118
5271,2041,130,女性,39歲,0.00062
5272,2041,130,總計,40歲,0.001
5273,2041,130,男性,40歲,0.00133
5274,2041,130,女性,40歲,0.00068
5275,2041,130,總計,41歲,0.00111
5276,2041,130,男性,41歲,0.00149
5277,2041,130,女性,41歲,0.00073
5278,2041,130,總計,42歲,0.00123
5279,2041,130,男性,42歲,0.00167
5280,2041,130,女性,42歲,0.0008
5281,2041,130,總計,43歲,0.00137
5282,2041,130,男性,43歲,0.00187
5283,2041,130,女性,43歲,0.00087
5284,2041,130,總計,44歲,0.00152
5285,2041,130,男性,44歲,0.00209
5286,2041,130,女性,44歲,0.00095
5287,2041,130,總計,45歲,0.00168
5288,2041,130,男性,45歲,0.00232
5289,2041,130,女性,45歲,0.00104
5290,2041,130,總計,46歲,0.00186
5291,2041,130,男性,46歲,0.00258
5292,2041,130,女性,46歲,0.00114
5293,2041,130,總計,47歲,0.00204
5294,2041,130,男性,47歲,0.00285
5295,2041,130,女性,47歲,0.00124
5296,2041,130,總計,48歲,0.00224
5297,2041,130,男性,48歲,0.00315
5298,2041,130,女性,48歲,0.00135
5299,2041,130,總計,49歲,0.00247
5300,2041,130,男性,49歲,0.00349
5301,2041,130,女性,49歲,0.00146
5302,2041,130,總計,50歲,0.00271
5303,2041,130,男性,50歲,0.00385
5304,2041,130,女性,50歲,0.00159
5305,2041,130,總計,51歲,0.00297
5306,2041,130,男性,51歲,0.00425
5307,2041,130,女性,51歲,0.00171
5308,2041,130,總計,52歲,0.00323
5309,2041,130,男性,52歲,0.00465
5310,2041,130,女性,52歲,0.00183
5311,2041,130,總計,53歲,0.0035
5312,2041,130,男性,53歲,0.00507
5313,2041,130,女性,53歲,0.00197
5314,2041,130,總計,54歲,0.00374
5315,2041,130,男性,54歲,0.00543
5316,2041,130,女性,54歲,0.0021
5317,2041,130,總計,55歲,0.00398
5318,2041,130,男性,55歲,0.0058
5319,2041,130,女性,55歲,0.00222
5320,2041,130,總計,56歲,0.00425
5321,2041,130,男性,56歲,0.0062
5322,2041,130,女性,56歲,0.00237
5323,2041,130,總計,57歲,0.00456
5324,2041,130,男性,57歲,0.00665
5325,2041,130,女性,57歲,0.00254
5326,2041,130,總計,58歲,0.00488
5327,2041,130,男性,58歲,0.00714
5328,2041,130,女性,58歲,0.00272
5329,2041,130,總計,59歲,0.00522
5330,2041,130,男性,59歲,0.00763
5331,2041,130,女性,59歲,0.00293
5332,2041,130,總計,60歲,0.00558
5333,2041,130,男性,60歲,0.00814
5334,2041,130,女性,60歲,0.00316
5335,2041,130,總計,61歲,0.00597
5336,2041,130,男性,61歲,0.00868
5337,2041,130,女性,61歲,0.00341
5338,2041,130,總計,62歲,0.0064
5339,2041,130,男性,62歲,0.00928
5340,2041,130,女性,62歲,0.0037
5341,2041,130,總計,63歲,0.00688
5342,2041,130,男性,63歲,0.00995
5343,2041,130,女性,63歲,0.00401
5344,2041,130,總計,64歲,0.00743
5345,2041,130,男性,64歲,0.01071
5346,2041,130,女性,64歲,0.00439
5347,2041,130,總計,65歲,0.00804
5348,2041,130,男性,65歲,0.01153
5349,2041,130,女性,65歲,0.00482
5350,2041,130,總計,66歲,0.00874
5351,2041,130,男性,66歲,0.01247
5352,2041,130,女性,66歲,0.00532
5353,2041,130,總計,67歲,0.00955
5354,2041,130,男性,67歲,0.01357
5355,2041,130,女性,67歲,0.0059
5356,2041,130,總計,68歲,0.01046
5357,2041,130,男性,68歲,0.01478
5358,2041,130,女性,68歲,0.00656
5359,2041,130,總計,69歲,0.01149
5360,2041,130,男性,69歲,0.01613
5361,2041,130,女性,69歲,0.00733
5362,2041,130,總計,70歲,0.01263
5363,2041,130,男性,70歲,0.01762
5364,2041,130,女性,70歲,0.0082
5365,2041,130,總計,71歲,0.01389
5366,2041,130,男性,71歲,0.01927
5367,2041,130,女性,71歲,0.00917
5368,2041,130,總計,72歲,0.01529
5369,2041,130,男性,72歲,0.02108
5370,2041,130,女性,72歲,0.01026
5371,2041,130,總計,73歲,0.01688
5372,2041,130,男性,73歲,0.02316
5373,2041,130,女性,73歲,0.01148
5374,2041,130,總計,74歲,0.01868
5375,2041,130,男性,74歲,0.02552
5376,2041,130,女性,74歲,0.01287
5377,2041,130,總計,75歲,0.02068
5378,2041,130,男性,75歲,0.02815
5379,2041,130,女性,75歲,0.01441
5380,2041,130,總計,76歲,0.02286
5381,2041,130,男性,76歲,0.03104
5382,2041,130,女性,76歲,0.0161
5383,2041,130,總計,77歲,0.02528
5384,2041,130,男性,77歲,0.03421
5385,2041,130,女性,77歲,0.01801
5386,2041,130,總計,78歲,0.02797
5387,2041,130,男性,78歲,0.03772
5388,2041,130,女性,78歲,0.02015
5389,2041,130,總計,79歲,0.03092
5390,2041,130,男性,79歲,0.04158
5391,2041,130,女性,79歲,0.02255
5392,2041,130,總計,80歲,0.03438
5393,2041,130,男性,80歲,0.04574
5394,2041,130,女性,80歲,0.02562
5395,2041,130,總計,81歲,0.03819
5396,2041,130,男性,81歲,0.0503
5397,2041,130,女性,81歲,0.02904
5398,2041,130,總計,82歲,0.04237
5399,2041,130,男性,82歲,0.05528
5400,2041,130,女性,82歲,0.03284
5401,2041,130,總計,83歲,0.04693
5402,2041,130,男性,83歲,0.06063
5403,2041,130,女性,83歲,0.03705
5404,2041,130,總計,84歲,0.0519
5405,2041,130,男性,84歲,0.06639
5406,2041,130,女性,84歲,0.0417
5407,2041,130,總計,85歲,0.05913
5408,2041,130,男性,85歲,0.07409
5409,2041,130,女性,85歲,0.04887
5410,2041,130,總計,86歲,0.06507
5411,2041,130,男性,86歲,0.08086
5412,2041,130,女性,86歲,0.05453
5413,2041,130,總計,87歲,0.07155
5414,2041,130,男性,87歲,0.0882
5415,2041,130,女性,87歲,0.06075
5416,2041,130,總計,88歲,0.07859
5417,2041,130,男性,88歲,0.09608
5418,2041,130,女性,88歲,0.06757
5419,2041,130,總計,89歲,0.08624
5420,2041,130,男性,89歲,0.10454
5421,2041,130,女性,89歲,0.07507
5422,2041,130,總計,90歲,0.09461
5423,2041,130,男性,90歲,0.11365
5424,2041,130,女性,90歲,0.08334
5425,2041,130,總計,91歲,0.10378
5426,2041,130,男性,91歲,0.12349
5427,2041,130,女性,91歲,0.09251
5428,2041,130,總計,92歲,0.1138
5429,2041,130,男性,92歲,0.13406
5430,2041,130,女性,92歲,0.10261
5431,2041,130,總計,93歲,0.12466
5432,2041,130,男性,93歲,0.14533
5433,2041,130,女性,93歲,0.11364
5434,2041,130,總計,94歲,0.13639
5435,2041,130,男性,94歲,0.1573
5436,2041,130,女性,94歲,0.12564
5437,2041,130,總計,95歲,0.14945
5438,2041,130,男性,95歲,0.17029
5439,2041,130,女性,95歲,0.13913
5440,2041,130,總計,96歲,0.16308
5441,2041,130,男性,96歲,0.18363
5442,2041,130,女性,96歲,0.15328
5443,2041,130,總計,97歲,0.17738
5444,2041,130,男性,97歲,0.19748
5445,2041,130,女性,97歲,0.16813
5446,2041,130,總計,98歲,0.19284
5447,2041,130,男性,98歲,0.21217
5448,2041,130,女性,98歲,0.18426
5449,2041,130,總計,99歲,0.2095
5450,2041,130,男性,99歲,0.22772
5451,2041,130,女性,99歲,0.20169
5452,2041,130,總計,100歲及以上,1
5453,2041,130,男性,100歲及以上,1
5454,2041,130,女性,100歲及以上,1
5455,2042,131,總計,0歲,0.00314
5456,2042,131,男性,0歲,0.00336
5457,2042,131,女性,0歲,0.00293
5458,2042,131,總計,1歲,0.00015
5459,2042,131,男性,1歲,0.00017
5460,2042,131,女性,1歲,0.00014
5461,2042,131,總計,2歲,9E-05
5462,2042,131,男性,2歲,0.0001
5463,2042,131,女性,2歲,9E-05
5464,2042,131,總計,3歲,7E-05
5465,2042,131,男性,3歲,8E-05
5466,2042,131,女性,3歲,7E-05
5467,2042,131,總計,4歲,6E-05
5468,2042,131,男性,4歲,7E-05
5469,2042,131,女性,4歲,6E-05
5470,2042,131,總計,5歲,6E-05
5471,2042,131,男性,5歲,6E-05
5472,2042,131,女性,5歲,5E-05
5473,2042,131,總計,6歲,6E-05
5474,2042,131,男性,6歲,6E-05
5475,2042,131,女性,6歲,5E-05
5476,2042,131,總計,7歲,5E-05
5477,2042,131,男性,7歲,5E-05
5478,2042,131,女性,7歲,5E-05
5479,2042,131,總計,8歲,5E-05
5480,2042,131,男性,8歲,5E-05
5481,2042,131,女性,8歲,5E-05
5482,2042,131,總計,9歲,5E-05
5483,2042,131,男性,9歲,5E-05
5484,2042,131,女性,9歲,5E-05
5485,2042,131,總計,10歲,5E-05
5486,2042,131,男性,10歲,6E-05
5487,2042,131,女性,10歲,5E-05
5488,2042,131,總計,11歲,6E-05
5489,2042,131,男性,11歲,6E-05
5490,2042,131,女性,11歲,6E-05
5491,2042,131,總計,12歲,7E-05
5492,2042,131,男性,12歲,7E-05
5493,2042,131,女性,12歲,7E-05
5494,2042,131,總計,13歲,9E-05
5495,2042,131,男性,13歲,0.0001
5496,2042,131,女性,13歲,8E-05
5497,2042,131,總計,14歲,0.00012
5498,2042,131,男性,14歲,0.00014
5499,2042,131,女性,14歲,0.0001
5500,2042,131,總計,15歲,0.00015
5501,2042,131,男性,15歲,0.00019
5502,2042,131,女性,15歲,0.00011
5503,2042,131,總計,16歲,0.00019
5504,2042,131,男性,16歲,0.00025
5505,2042,131,女性,16歲,0.00012
5506,2042,131,總計,17歲,0.00022
5507,2042,131,男性,17歲,0.0003
5508,2042,131,女性,17歲,0.00014
5509,2042,131,總計,18歲,0.00025
5510,2042,131,男性,18歲,0.00035
5511,2042,131,女性,18歲,0.00016
5512,2042,131,總計,19歲,0.00027
5513,2042,131,男性,19歲,0.00037
5514,2042,131,女性,19歲,0.00018
5515,2042,131,總計,20歲,0.00028
5516,2042,131,男性,20歲,0.00038
5517,2042,131,女性,20歲,0.00019
5518,2042,131,總計,21歲,0.00029
5519,2042,131,男性,21歲,0.00039
5520,2042,131,女性,21歲,0.0002
5521,2042,131,總計,22歲,0.0003
5522,2042,131,男性,22歲,0.00039
5523,2042,131,女性,22歲,0.0002
5524,2042,131,總計,23歲,0.0003
5525,2042,131,男性,23歲,0.00039
5526,2042,131,女性,23歲,0.00021
5527,2042,131,總計,24歲,0.0003
5528,2042,131,男性,24歲,0.00039
5529,2042,131,女性,24歲,0.00022
5530,2042,131,總計,25歲,0.0003
5531,2042,131,男性,25歲,0.00038
5532,2042,131,女性,25歲,0.00023
5533,2042,131,總計,26歲,0.00031
5534,2042,131,男性,26歲,0.00037
5535,2042,131,女性,26歲,0.00024
5536,2042,131,總計,27歲,0.00032
5537,2042,131,男性,27歲,0.00038
5538,2042,131,女性,27歲,0.00026
5539,2042,131,總計,28歲,0.00033
5540,2042,131,男性,28歲,0.0004
5541,2042,131,女性,28歲,0.00027
5542,2042,131,總計,29歲,0.00036
5543,2042,131,男性,29歲,0.00042
5544,2042,131,女性,29歲,0.00029
5545,2042,131,總計,30歲,0.00039
5546,2042,131,男性,30歲,0.00046
5547,2042,131,女性,30歲,0.00032
5548,2042,131,總計,31歲,0.00043
5549,2042,131,男性,31歲,0.0005
5550,2042,131,女性,31歲,0.00035
5551,2042,131,總計,32歲,0.00047
5552,2042,131,男性,32歲,0.00056
5553,2042,131,女性,32歲,0.00038
5554,2042,131,總計,33歲,0.00051
5555,2042,131,男性,33歲,0.00061
5556,2042,131,女性,33歲,0.0004
5557,2042,131,總計,34歲,0.00055
5558,2042,131,男性,34歲,0.00067
5559,2042,131,女性,34歲,0.00043
5560,2042,131,總計,35歲,0.0006
5561,2042,131,男性,35歲,0.00074
5562,2042,131,女性,35歲,0.00045
5563,2042,131,總計,36歲,0.00066
5564,2042,131,男性,36歲,0.00082
5565,2042,131,女性,36歲,0.00049
5566,2042,131,總計,37歲,0.00072
5567,2042,131,男性,37歲,0.00092
5568,2042,131,女性,37歲,0.00053
5569,2042,131,總計,38歲,0.0008
5570,2042,131,男性,38歲,0.00103
5571,2042,131,女性,38歲,0.00057
5572,2042,131,總計,39歲,0.00088
5573,2042,131,男性,39歲,0.00115
5574,2042,131,女性,39歲,0.00062
5575,2042,131,總計,40歲,0.00098
5576,2042,131,男性,40歲,0.0013
5577,2042,131,女性,40歲,0.00067
5578,2042,131,總計,41歲,0.00109
5579,2042,131,男性,41歲,0.00146
5580,2042,131,女性,41歲,0.00072
5581,2042,131,總計,42歲,0.00121
5582,2042,131,男性,42歲,0.00163
5583,2042,131,女性,42歲,0.00079
5584,2042,131,總計,43歲,0.00134
5585,2042,131,男性,43歲,0.00183
5586,2042,131,女性,43歲,0.00086
5587,2042,131,總計,44歲,0.00149
5588,2042,131,男性,44歲,0.00204
5589,2042,131,女性,44歲,0.00094
5590,2042,131,總計,45歲,0.00165
5591,2042,131,男性,45歲,0.00227
5592,2042,131,女性,45歲,0.00103
5593,2042,131,總計,46歲,0.00182
5594,2042,131,男性,46歲,0.00253
5595,2042,131,女性,46歲,0.00113
5596,2042,131,總計,47歲,0.00201
5597,2042,131,男性,47歲,0.0028
5598,2042,131,女性,47歲,0.00123
5599,2042,131,總計,48歲,0.00221
5600,2042,131,男性,48歲,0.0031
5601,2042,131,女性,48歲,0.00133
5602,2042,131,總計,49歲,0.00243
5603,2042,131,男性,49歲,0.00343
5604,2042,131,女性,49歲,0.00145
5605,2042,131,總計,50歲,0.00267
5606,2042,131,男性,50歲,0.00379
5607,2042,131,女性,50歲,0.00157
5608,2042,131,總計,51歲,0.00293
5609,2042,131,男性,51歲,0.00418
5610,2042,131,女性,51歲,0.00169
5611,2042,131,總計,52歲,0.00318
5612,2042,131,男性,52歲,0.00459
5613,2042,131,女性,52歲,0.00181
5614,2042,131,總計,53歲,0.00345
5615,2042,131,男性,53歲,0.005
5616,2042,131,女性,53歲,0.00194
5617,2042,131,總計,54歲,0.0037
5618,2042,131,男性,54歲,0.00537
5619,2042,131,女性,54歲,0.00207
5620,2042,131,總計,55歲,0.00394
5621,2042,131,男性,55歲,0.00573
5622,2042,131,女性,55歲,0.00219
5623,2042,131,總計,56歲,0.0042
5624,2042,131,男性,56歲,0.00613
5625,2042,131,女性,56歲,0.00234
5626,2042,131,總計,57歲,0.00451
5627,2042,131,男性,57歲,0.00658
5628,2042,131,女性,57歲,0.00251
5629,2042,131,總計,58歲,0.00483
5630,2042,131,男性,58歲,0.00707
5631,2042,131,女性,58歲,0.00269
5632,2042,131,總計,59歲,0.00517
5633,2042,131,男性,59歲,0.00756
5634,2042,131,女性,59歲,0.00289
5635,2042,131,總計,60歲,0.00552
5636,2042,131,男性,60歲,0.00806
5637,2042,131,女性,60歲,0.00311
