項次,西元年,民國年,性別,年齡,死亡機率
11904,2063,152,女性,28歲,0.00022
11905,2063,152,總計,29歲,0.00024
11906,2063,152,男性,29歲,0.00025
11907,2063,152,女性,29歲,0.00023
11908,2063,152,總計,30歲,0.00026
11909,2063,152,男性,30歲,0.00027
11910,2063,152,女性,30歲,0.00025
11911,2063,152,總計,31歲,0.00029
11912,2063,152,男性,31歲,0.0003
11913,2063,152,女性,31歲,0.00027
11914,2063,152,總計,32歲,0.00031
11915,2063,152,男性,32歲,0.00033
11916,2063,152,女性,32歲,0.0003
11917,2063,152,總計,33歲,0.00034
11918,2063,152,男性,33歲,0.00036
11919,2063,152,女性,33歲,0.00032
11920,2063,152,總計,34歲,0.00036
11921,2063,152,男性,34歲,0.00039
11922,2063,152,女性,34歲,0.00033
11923,2063,152,總計,35歲,0.00039
11924,2063,152,男性,35歲,0.00043
11925,2063,152,女性,35歲,0.00035
11926,2063,152,總計,36歲,0.00043
11927,2063,152,男性,36歲,0.00048
11928,2063,152,女性,36歲,0.00038
11929,2063,152,總計,37歲,0.00047
11930,2063,152,男性,37歲,0.00053
11931,2063,152,女性,37歲,0.00041
11932,2063,152,總計,38歲,0.00052
11933,2063,152,男性,38歲,0.0006
11934,2063,152,女性,38歲,0.00044
11935,2063,152,總計,39歲,0.00058
11936,2063,152,男性,39歲,0.00067
11937,2063,152,女性,39歲,0.00048
11938,2063,152,總計,40歲,0.00064
11939,2063,152,男性,40歲,0.00077
11940,2063,152,女性,40歲,0.00052
11941,2063,152,總計,41歲,0.00072
11942,2063,152,男性,41歲,0.00087
11943,2063,152,女性,41歲,0.00056
11944,2063,152,總計,42歲,0.0008
11945,2063,152,男性,42歲,0.00099
11946,2063,152,女性,42歲,0.00061
11947,2063,152,總計,43歲,0.0009
11948,2063,152,男性,43歲,0.00113
11949,2063,152,女性,43歲,0.00067
11950,2063,152,總計,44歲,0.00101
11951,2063,152,男性,44歲,0.00129
11952,2063,152,女性,44歲,0.00073
11953,2063,152,總計,45歲,0.00113
11954,2063,152,男性,45歲,0.00146
11955,2063,152,女性,45歲,0.0008
11956,2063,152,總計,46歲,0.00127
11957,2063,152,男性,46歲,0.00166
11958,2063,152,女性,46歲,0.00088
11959,2063,152,總計,47歲,0.00142
11960,2063,152,男性,47歲,0.00188
11961,2063,152,女性,47歲,0.00096
11962,2063,152,總計,48歲,0.00158
11963,2063,152,男性,48歲,0.00213
11964,2063,152,女性,48歲,0.00104
11965,2063,152,總計,49歲,0.00177
11966,2063,152,男性,49歲,0.00241
11967,2063,152,女性,49歲,0.00113
11968,2063,152,總計,50歲,0.00197
11969,2063,152,男性,50歲,0.00272
11970,2063,152,女性,50歲,0.00122
11971,2063,152,總計,51歲,0.00219
11972,2063,152,男性,51歲,0.00307
11973,2063,152,女性,51歲,0.00132
11974,2063,152,總計,52歲,0.00241
11975,2063,152,男性,52歲,0.00343
11976,2063,152,女性,52歲,0.0014
11977,2063,152,總計,53歲,0.00265
11978,2063,152,男性,53歲,0.0038
11979,2063,152,女性,53歲,0.0015
11980,2063,152,總計,54歲,0.00286
11981,2063,152,男性,54歲,0.00414
11982,2063,152,女性,54歲,0.0016
11983,2063,152,總計,55歲,0.00307
11984,2063,152,男性,55歲,0.00449
11985,2063,152,女性,55歲,0.00168
11986,2063,152,總計,56歲,0.0033
11987,2063,152,男性,56歲,0.00485
11988,2063,152,女性,56歲,0.00179
11989,2063,152,總計,57歲,0.00356
11990,2063,152,男性,57歲,0.00527
11991,2063,152,女性,57歲,0.0019
11992,2063,152,總計,58歲,0.00383
11993,2063,152,男性,58歲,0.00569
11994,2063,152,女性,58歲,0.00203
11995,2063,152,總計,59歲,0.00411
11996,2063,152,男性,59歲,0.00612
11997,2063,152,女性,59歲,0.00217
11998,2063,152,總計,60歲,0.0044
11999,2063,152,男性,60歲,0.00655
12000,2063,152,女性,60歲,0.00232
12001,2063,152,總計,61歲,0.0047
12002,2063,152,男性,61歲,0.007
12003,2063,152,女性,61歲,0.0025
12004,2063,152,總計,62歲,0.00503
12005,2063,152,男性,62歲,0.00748
12006,2063,152,女性,62歲,0.00269
12007,2063,152,總計,63歲,0.0054
12008,2063,152,男性,63歲,0.00802
12009,2063,152,女性,63歲,0.0029
12010,2063,152,總計,64歲,0.00581
12011,2063,152,男性,64歲,0.00862
12012,2063,152,女性,64歲,0.00316
12013,2063,152,總計,65歲,0.00627
12014,2063,152,男性,65歲,0.00926
12015,2063,152,女性,65歲,0.00345
12016,2063,152,總計,66歲,0.00679
12017,2063,152,男性,66歲,0.00999
12018,2063,152,女性,66歲,0.00379
12019,2063,152,總計,67歲,0.00739
12020,2063,152,男性,67歲,0.01084
12021,2063,152,女性,67歲,0.00419
12022,2063,152,總計,68歲,0.00807
12023,2063,152,男性,68歲,0.01177
12024,2063,152,女性,68歲,0.00465
12025,2063,152,總計,69歲,0.00883
12026,2063,152,男性,69歲,0.01282
12027,2063,152,女性,69歲,0.00518
12028,2063,152,總計,70歲,0.00968
12029,2063,152,男性,70歲,0.01396
12030,2063,152,女性,70歲,0.00578
12031,2063,152,總計,71歲,0.01062
12032,2063,152,男性,71歲,0.01523
12033,2063,152,女性,71歲,0.00646
12034,2063,152,總計,72歲,0.01167
12035,2063,152,男性,72歲,0.01663
12036,2063,152,女性,72歲,0.00723
12037,2063,152,總計,73歲,0.01286
12038,2063,152,男性,73歲,0.01825
12039,2063,152,女性,73歲,0.00809
12040,2063,152,總計,74歲,0.01423
12041,2063,152,男性,74歲,0.0201
12042,2063,152,女性,74歲,0.00907
12043,2063,152,總計,75歲,0.01575
12044,2063,152,男性,75歲,0.02219
12045,2063,152,女性,75歲,0.01017
12046,2063,152,總計,76歲,0.01744
12047,2063,152,男性,76歲,0.02449
12048,2063,152,女性,76歲,0.0114
12049,2063,152,總計,77歲,0.01932
12050,2063,152,男性,77歲,0.02705
12051,2063,152,女性,77歲,0.01278
12052,2063,152,總計,78歲,0.02143
12053,2063,152,男性,78歲,0.02991
12054,2063,152,女性,78歲,0.01436
12055,2063,152,總計,79歲,0.02377
12056,2063,152,男性,79歲,0.03308
12057,2063,152,女性,79歲,0.01613
12058,2063,152,總計,80歲,0.02648
12059,2063,152,男性,80歲,0.03649
12060,2063,152,女性,80歲,0.01841
12061,2063,152,總計,81歲,0.0295
12062,2063,152,男性,81歲,0.04026
12063,2063,152,女性,81歲,0.02098
12064,2063,152,總計,82歲,0.03284
12065,2063,152,男性,82歲,0.0444
12066,2063,152,女性,82歲,0.02387
12067,2063,152,總計,83歲,0.03651
12068,2063,152,男性,83歲,0.0489
12069,2063,152,女性,83歲,0.02711
12070,2063,152,總計,84歲,0.04055
12071,2063,152,男性,84歲,0.05378
12072,2063,152,女性,84歲,0.03072
12073,2063,152,總計,85歲,0.04639
12074,2063,152,男性,85歲,0.06032
12075,2063,152,女性,85歲,0.03629
12076,2063,152,總計,86歲,0.05133
12077,2063,152,男性,86歲,0.06618
12078,2063,152,女性,86歲,0.04083
12079,2063,152,總計,87歲,0.05677
12080,2063,152,男性,87歲,0.0726
12081,2063,152,女性,87歲,0.04588
12082,2063,152,總計,88歲,0.06275
12083,2063,152,男性,88歲,0.07956
12084,2063,152,女性,88歲,0.0515
12085,2063,152,總計,89歲,0.06933
12086,2063,152,男性,89歲,0.08712
12087,2063,152,女性,89歲,0.05778
12088,2063,152,總計,90歲,0.0766
12089,2063,152,男性,90歲,0.09536
12090,2063,152,女性,90歲,0.0648
12091,2063,152,總計,91歲,0.08468
12092,2063,152,男性,91歲,0.10437
12093,2063,152,女性,91歲,0.07271
12094,2063,152,總計,92歲,0.09362
12095,2063,152,男性,92歲,0.11415
12096,2063,152,女性,92歲,0.08156
12097,2063,152,總計,93歲,0.10344
12098,2063,152,男性,93歲,0.12472
12099,2063,152,女性,93歲,0.09139
12100,2063,152,總計,94歲,0.11422
12101,2063,152,男性,94歲,0.1361
12102,2063,152,女性,94歲,0.10227
12103,2063,152,總計,95歲,0.12669
12104,2063,152,男性,95歲,0.14883
12105,2063,152,女性,95歲,0.11506
12106,2063,152,總計,96歲,0.13969
12107,2063,152,男性,96歲,0.16186
12108,2063,152,女性,96歲,0.12849
12109,2063,152,總計,97歲,0.15337
12110,2063,152,男性,97歲,0.17545
12111,2063,152,女性,97歲,0.14264
12112,2063,152,總計,98歲,0.16861
12113,2063,152,男性,98歲,0.19023
12114,2063,152,女性,98歲,0.15851
12115,2063,152,總計,99歲,0.18555
12116,2063,152,男性,99歲,0.20628
12117,2063,152,女性,99歲,0.17622
12118,2063,152,總計,100歲及以上,1
12119,2063,152,男性,100歲及以上,1
12120,2063,152,女性,100歲及以上,1
12121,2064,153,總計,0歲,0.0026
12122,2064,153,男性,0歲,0.00277
12123,2064,153,女性,0歲,0.00243
12124,2064,153,總計,1歲,8E-05
12125,2064,153,男性,1歲,9E-05
12126,2064,153,女性,1歲,8E-05
12127,2064,153,總計,2歲,5E-05
12128,2064,153,男性,2歲,5E-05
12129,2064,153,女性,2歲,4E-05
12130,2064,153,總計,3歲,4E-05
12131,2064,153,男性,3歲,4E-05
12132,2064,153,女性,3歲,3E-05
12133,2064,153,總計,4歲,3E-05
12134,2064,153,男性,4歲,3E-05
12135,2064,153,女性,4歲,3E-05
12136,2064,153,總計,5歲,3E-05
12137,2064,153,男性,5歲,3E-05
12138,2064,153,女性,5歲,3E-05
12139,2064,153,總計,6歲,3E-05
12140,2064,153,男性,6歲,3E-05
12141,2064,153,女性,6歲,3E-05
12142,2064,153,總計,7歲,3E-05
12143,2064,153,男性,7歲,3E-05
12144,2064,153,女性,7歲,3E-05
12145,2064,153,總計,8歲,3E-05
12146,2064,153,男性,8歲,3E-05
12147,2064,153,女性,8歲,3E-05
12148,2064,153,總計,9歲,3E-05
12149,2064,153,男性,9歲,3E-05
12150,2064,153,女性,9歲,3E-05
12151,2064,153,總計,10歲,3E-05
12152,2064,153,男性,10歲,3E-05
12153,2064,153,女性,10歲,3E-05
12154,2064,153,總計,11歲,4E-05
12155,2064,153,男性,11歲,4E-05
12156,2064,153,女性,11歲,4E-05
12157,2064,153,總計,12歲,5E-05
12158,2064,153,男性,12歲,4E-05
12159,2064,153,女性,12歲,5E-05
12160,2064,153,總計,13歲,6E-05
12161,2064,153,男性,13歲,6E-05
12162,2064,153,女性,13歲,6E-05
12163,2064,153,總計,14歲,7E-05
12164,2064,153,男性,14歲,8E-05
12165,2064,153,女性,14歲,6E-05
12166,2064,153,總計,15歲,0.0001
12167,2064,153,男性,15歲,0.00012
12168,2064,153,女性,15歲,7E-05
12169,2064,153,總計,16歲,0.00012
12170,2064,153,男性,16歲,0.00015
12171,2064,153,女性,16歲,9E-05
12172,2064,153,總計,17歲,0.00014
12173,2064,153,男性,17歲,0.00018
12174,2064,153,女性,17歲,0.0001
12175,2064,153,總計,18歲,0.00017
12176,2064,153,男性,18歲,0.00021
12177,2064,153,女性,18歲,0.00012
12178,2064,153,總計,19歲,0.00018
12179,2064,153,男性,19歲,0.00023
12180,2064,153,女性,19歲,0.00013
12181,2064,153,總計,20歲,0.00019
12182,2064,153,男性,20歲,0.00023
12183,2064,153,女性,20歲,0.00014
12184,2064,153,總計,21歲,0.00019
12185,2064,153,男性,21歲,0.00024
12186,2064,153,女性,21歲,0.00015
12187,2064,153,總計,22歲,0.0002
12188,2064,153,男性,22歲,0.00024
12189,2064,153,女性,22歲,0.00016
12190,2064,153,總計,23歲,0.0002
12191,2064,153,男性,23歲,0.00024
12192,2064,153,女性,23歲,0.00017
12193,2064,153,總計,24歲,0.0002
12194,2064,153,男性,24歲,0.00023
12195,2064,153,女性,24歲,0.00017
12196,2064,153,總計,25歲,0.0002
12197,2064,153,男性,25歲,0.00023
12198,2064,153,女性,25歲,0.00018
12199,2064,153,總計,26歲,0.00021
12200,2064,153,男性,26歲,0.00022
12201,2064,153,女性,26歲,0.00019
12202,2064,153,總計,27歲,0.00021
12203,2064,153,男性,27歲,0.00022
12204,2064,153,女性,27歲,0.0002
12205,2064,153,總計,28歲,0.00022
12206,2064,153,男性,28歲,0.00023
12207,2064,153,女性,28歲,0.00022
12208,2064,153,總計,29歲,0.00024
12209,2064,153,男性,29歲,0.00025
12210,2064,153,女性,29歲,0.00023
12211,2064,153,總計,30歲,0.00026
12212,2064,153,男性,30歲,0.00027
12213,2064,153,女性,30歲,0.00025
12214,2064,153,總計,31歲,0.00028
12215,2064,153,男性,31歲,0.00029
12216,2064,153,女性,31歲,0.00027
12217,2064,153,總計,32歲,0.00031
12218,2064,153,男性,32歲,0.00032
12219,2064,153,女性,32歲,0.00029
12220,2064,153,總計,33歲,0.00033
12221,2064,153,男性,33歲,0.00035
12222,2064,153,女性,33歲,0.00031
12223,2064,153,總計,34歲,0.00035
12224,2064,153,男性,34歲,0.00038
12225,2064,153,女性,34歲,0.00033
12226,2064,153,總計,35歲,0.00038
12227,2064,153,男性,35歲,0.00042
12228,2064,153,女性,35歲,0.00035
12229,2064,153,總計,36歲,0.00042
12230,2064,153,男性,36歲,0.00046
12231,2064,153,女性,36歲,0.00038
12232,2064,153,總計,37歲,0.00046
12233,2064,153,男性,37歲,0.00052
12234,2064,153,女性,37歲,0.00041
12235,2064,153,總計,38歲,0.00051
12236,2064,153,男性,38歲,0.00058
12237,2064,153,女性,38歲,0.00044
12238,2064,153,總計,39歲,0.00057
12239,2064,153,男性,39歲,0.00066
12240,2064,153,女性,39歲,0.00047
12241,2064,153,總計,40歲,0.00063
12242,2064,153,男性,40歲,0.00075
12243,2064,153,女性,40歲,0.00052
12244,2064,153,總計,41歲,0.0007
12245,2064,153,男性,41歲,0.00085
12246,2064,153,女性,41歲,0.00056
12247,2064,153,總計,42歲,0.00078
12248,2064,153,男性,42歲,0.00097
12249,2064,153,女性,42歲,0.0006
12250,2064,153,總計,43歲,0.00088
12251,2064,153,男性,43歲,0.0011
12252,2064,153,女性,43歲,0.00066
12253,2064,153,總計,44歲,0.00099
12254,2064,153,男性,44歲,0.00126
12255,2064,153,女性,44歲,0.00073
12256,2064,153,總計,45歲,0.00111
12257,2064,153,男性,45歲,0.00143
12258,2064,153,女性,45歲,0.0008
12259,2064,153,總計,46歲,0.00125
12260,2064,153,男性,46歲,0.00163
12261,2064,153,女性,46歲,0.00087
12262,2064,153,總計,47歲,0.0014
12263,2064,153,男性,47歲,0.00185
12264,2064,153,女性,47歲,0.00095
12265,2064,153,總計,48歲,0.00156
12266,2064,153,男性,48歲,0.00209
12267,2064,153,女性,48歲,0.00103
12268,2064,153,總計,49歲,0.00174
12269,2064,153,男性,49歲,0.00237
12270,2064,153,女性,49歲,0.00112
12271,2064,153,總計,50歲,0.00194
12272,2064,153,男性,50歲,0.00268
12273,2064,153,女性,50歲,0.00121
12274,2064,153,總計,51歲,0.00216
12275,2064,153,男性,51歲,0.00302
12276,2064,153,女性,51歲,0.0013
12277,2064,153,總計,52歲,0.00238
12278,2064,153,男性,52歲,0.00338
12279,2064,153,女性,52歲,0.00139
12280,2064,153,總計,53歲,0.00261
12281,2064,153,男性,53歲,0.00375
12282,2064,153,女性,53歲,0.00149
12283,2064,153,總計,54歲,0.00282
12284,2064,153,男性,54歲,0.00409
12285,2064,153,女性,54歲,0.00158
12286,2064,153,總計,55歲,0.00304
12287,2064,153,男性,55歲,0.00444
12288,2064,153,女性,55歲,0.00166
12289,2064,153,總計,56歲,0.00327
12290,2064,153,男性,56歲,0.0048
12291,2064,153,女性,56歲,0.00176
12292,2064,153,總計,57歲,0.00352
12293,2064,153,男性,57歲,0.00521
12294,2064,153,女性,57歲,0.00188
12295,2064,153,總計,58歲,0.00379
12296,2064,153,男性,58歲,0.00563
12297,2064,153,女性,58歲,0.002
12298,2064,153,總計,59歲,0.00407
12299,2064,153,男性,59歲,0.00606
12300,2064,153,女性,59歲,0.00214
12301,2064,153,總計,60歲,0.00435
12302,2064,153,男性,60歲,0.00649
12303,2064,153,女性,60歲,0.00229
12304,2064,153,總計,61歲,0.00465
12305,2064,153,男性,61歲,0.00693
12306,2064,153,女性,61歲,0.00246
12307,2064,153,總計,62歲,0.00498
12308,2064,153,男性,62歲,0.00741
12309,2064,153,女性,62歲,0.00265
12310,2064,153,總計,63歲,0.00534
12311,2064,153,男性,63歲,0.00794
12312,2064,153,女性,63歲,0.00286
12313,2064,153,總計,64歲,0.00575
12314,2064,153,男性,64歲,0.00853
12315,2064,153,女性,64歲,0.00311
12316,2064,153,總計,65歲,0.0062
12317,2064,153,男性,65歲,0.00917
12318,2064,153,女性,65歲,0.0034
12319,2064,153,總計,66歲,0.00671
12320,2064,153,男性,66歲,0.00989
12321,2064,153,女性,66歲,0.00374
12322,2064,153,總計,67歲,0.00731
12323,2064,153,男性,67歲,0.01072
12324,2064,153,女性,67歲,0.00413
12325,2064,153,總計,68歲,0.00797
12326,2064,153,男性,68歲,0.01165
12327,2064,153,女性,68歲,0.00458
12328,2064,153,總計,69歲,0.00873
12329,2064,153,男性,69歲,0.01268
12330,2064,153,女性,69歲,0.0051
12331,2064,153,總計,70歲,0.00956
12332,2064,153,男性,70歲,0.01382
12333,2064,153,女性,70歲,0.00569
12334,2064,153,總計,71歲,0.01049
12335,2064,153,男性,71歲,0.01507
12336,2064,153,女性,71歲,0.00636
12337,2064,153,總計,72歲,0.01153
12338,2064,153,男性,72歲,0.01645
12339,2064,153,女性,72歲,0.00711
12340,2064,153,總計,73歲,0.01271
12341,2064,153,男性,73歲,0.01805
12342,2064,153,女性,73歲,0.00796
12343,2064,153,總計,74歲,0.01405
12344,2064,153,男性,74歲,0.01988
12345,2064,153,女性,74歲,0.00893
12346,2064,153,總計,75歲,0.01556
12347,2064,153,男性,75歲,0.02195
12348,2064,153,女性,75歲,0.01001
12349,2064,153,總計,76歲,0.01723
12350,2064,153,男性,76歲,0.02423
12351,2064,153,女性,76歲,0.01122
12352,2064,153,總計,77歲,0.01909
12353,2064,153,男性,77歲,0.02676
12354,2064,153,女性,77歲,0.01258
12355,2064,153,總計,78歲,0.02117
12356,2064,153,男性,78歲,0.0296
12357,2064,153,女性,78歲,0.01413
12358,2064,153,總計,79歲,0.02348
12359,2064,153,男性,79歲,0.03274
12360,2064,153,女性,79歲,0.01588
12361,2064,153,總計,80歲,0.02617
12362,2064,153,男性,80歲,0.03612
12363,2064,153,女性,80歲,0.01813
12364,2064,153,總計,81歲,0.02916
12365,2064,153,男性,81歲,0.03985
12366,2064,153,女性,81歲,0.02067
12367,2064,153,總計,82歲,0.03246
12368,2064,153,男性,82歲,0.04396
12369,2064,153,女性,82歲,0.02353
12370,2064,153,總計,83歲,0.0361
12371,2064,153,男性,83歲,0.04842
12372,2064,153,女性,83歲,0.02672
12373,2064,153,總計,84歲,0.04009
12374,2064,153,男性,84歲,0.05326
12375,2064,153,女性,84歲,0.0303
12376,2064,153,總計,85歲,0.04588
12377,2064,153,男性,85歲,0.05976
12378,2064,153,女性,85歲,0.0358
12379,2064,153,總計,86歲,0.05078
12380,2064,153,男性,86歲,0.06558
12381,2064,153,女性,86歲,0.04029
12382,2064,153,總計,87歲,0.05618
12383,2064,153,男性,87歲,0.07195
12384,2064,153,女性,87歲,0.04529
12385,2064,153,總計,88歲,0.06211
12386,2064,153,男性,88歲,0.07888
12387,2064,153,女性,88歲,0.05087
12388,2064,153,總計,89歲,0.06864
12389,2064,153,男性,89歲,0.0864
12390,2064,153,女性,89歲,0.05709
12391,2064,153,總計,90歲,0.07587
12392,2064,153,男性,90歲,0.0946
12393,2064,153,女性,90歲,0.06406
12394,2064,153,總計,91歲,0.0839
12395,2064,153,男性,91歲,0.10356
12396,2064,153,女性,91歲,0.07191
12397,2064,153,總計,92歲,0.09279
12398,2064,153,男性,92歲,0.11331
12399,2064,153,女性,92歲,0.0807
12400,2064,153,總計,93歲,0.10257
12401,2064,153,男性,93歲,0.12384
12402,2064,153,女性,93歲,0.09048
12403,2064,153,總計,94歲,0.11329
12404,2064,153,男性,94歲,0.13519
12405,2064,153,女性,94歲,0.10131
12406,2064,153,總計,95歲,0.12574
12407,2064,153,男性,95歲,0.14791
12408,2064,153,女性,95歲,0.11405
12409,2064,153,總計,96歲,0.1387
12410,2064,153,男性,96歲,0.16092
12411,2064,153,女性,96歲,0.12745
12412,2064,153,總計,97歲,0.15235
12413,2064,153,男性,97歲,0.17449
12414,2064,153,女性,97歲,0.14157
12415,2064,153,總計,98歲,0.16757
12416,2064,153,男性,98歲,0.18927
12417,2064,153,女性,98歲,0.15741
12418,2064,153,總計,99歲,0.18452
12419,2064,153,男性,99歲,0.20534
12420,2064,153,女性,99歲,0.17513
12421,2064,153,總計,100歲及以上,1
12422,2064,153,男性,100歲及以上,1
12423,2064,153,女性,100歲及以上,1
12424,2065,154,總計,0歲,0.00258
12425,2065,154,男性,0歲,0.00274
12426,2065,154,女性,0歲,0.00241
12427,2065,154,總計,1歲,8E-05
12428,2065,154,男性,1歲,9E-05
12429,2065,154,女性,1歲,8E-05
12430,2065,154,總計,2歲,4E-05
12431,2065,154,男性,2歲,5E-05
12432,2065,154,女性,2歲,4E-05
12433,2065,154,總計,3歲,4E-05
12434,2065,154,男性,3歲,4E-05
12435,2065,154,女性,3歲,3E-05
12436,2065,154,總計,4歲,3E-05
12437,2065,154,男性,4歲,3E-05
12438,2065,154,女性,4歲,3E-05
12439,2065,154,總計,5歲,3E-05
12440,2065,154,男性,5歲,3E-05
12441,2065,154,女性,5歲,3E-05
12442,2065,154,總計,6歲,3E-05
12443,2065,154,男性,6歲,3E-05
12444,2065,154,女性,6歲,3E-05
12445,2065,154,總計,7歲,3E-05
12446,2065,154,男性,7歲,3E-05
12447,2065,154,女性,7歲,3E-05
12448,2065,154,總計,8歲,3E-05
12449,2065,154,男性,8歲,3E-05
12450,2065,154,女性,8歲,3E-05
12451,2065,154,總計,9歲,3E-05
12452,2065,154,男性,9歲,3E-05
12453,2065,154,女性,9歲,3E-05
12454,2065,154,總計,10歲,3E-05
12455,2065,154,男性,10歲,3E-05
12456,2065,154,女性,10歲,3E-05
12457,2065,154,總計,11歲,4E-05
12458,2065,154,男性,11歲,3E-05
12459,2065,154,女性,11歲,4E-05
12460,2065,154,總計,12歲,4E-05
12461,2065,154,男性,12歲,4E-05
12462,2065,154,女性,12歲,5E-05
12463,2065,154,總計,13歲,6E-05
12464,2065,154,男性,13歲,6E-05
12465,2065,154,女性,13歲,5E-05
12466,2065,154,總計,14歲,7E-05
12467,2065,154,男性,14歲,8E-05
12468,2065,154,女性,14歲,6E-05
12469,2065,154,總計,15歲,9E-05
12470,2065,154,男性,15歲,0.00011
12471,2065,154,女性,15歲,7E-05
12472,2065,154,總計,16歲,0.00012
12473,2065,154,男性,16歲,0.00015
12474,2065,154,女性,16歲,8E-05
12475,2065,154,總計,17歲,0.00014
12476,2065,154,男性,17歲,0.00018
12477,2065,154,女性,17歲,0.0001
12478,2065,154,總計,18歲,0.00016
12479,2065,154,男性,18歲,0.00021
12480,2065,154,女性,18歲,0.00012
12481,2065,154,總計,19歲,0.00018
12482,2065,154,男性,19歲,0.00022
12483,2065,154,女性,19歲,0.00013
12484,2065,154,總計,20歲,0.00018
12485,2065,154,男性,20歲,0.00023
12486,2065,154,女性,20歲,0.00014
12487,2065,154,總計,21歲,0.00019
12488,2065,154,男性,21歲,0.00023
12489,2065,154,女性,21歲,0.00015
12490,2065,154,總計,22歲,0.00019
12491,2065,154,男性,22歲,0.00023
12492,2065,154,女性,22歲,0.00015
12493,2065,154,總計,23歲,0.0002
12494,2065,154,男性,23歲,0.00023
12495,2065,154,女性,23歲,0.00016
12496,2065,154,總計,24歲,0.0002
12497,2065,154,男性,24歲,0.00023
12498,2065,154,女性,24歲,0.00017
12499,2065,154,總計,25歲,0.0002
12500,2065,154,男性,25歲,0.00022
12501,2065,154,女性,25歲,0.00018
12502,2065,154,總計,26歲,0.0002
12503,2065,154,男性,26歲,0.00022
12504,2065,154,女性,26歲,0.00019
12505,2065,154,總計,27歲,0.00021
12506,2065,154,男性,27歲,0.00022
12507,2065,154,女性,27歲,0.0002
12508,2065,154,總計,28歲,0.00022
12509,2065,154,男性,28歲,0.00023
12510,2065,154,女性,28歲,0.00021
12511,2065,154,總計,29歲,0.00024
12512,2065,154,男性,29歲,0.00024
12513,2065,154,女性,29歲,0.00023
12514,2065,154,總計,30歲,0.00025
12515,2065,154,男性,30歲,0.00026
12516,2065,154,女性,30歲,0.00025
12517,2065,154,總計,31歲,0.00028
12518,2065,154,男性,31歲,0.00028
12519,2065,154,女性,31歲,0.00027
12520,2065,154,總計,32歲,0.0003
12521,2065,154,男性,32歲,0.00031
12522,2065,154,女性,32歲,0.00029
12523,2065,154,總計,33歲,0.00032
12524,2065,154,男性,33歲,0.00034
12525,2065,154,女性,33歲,0.00031
12526,2065,154,總計,34歲,0.00035
12527,2065,154,男性,34歲,0.00037
12528,2065,154,女性,34歲,0.00033
12529,2065,154,總計,35歲,0.00038
12530,2065,154,男性,35歲,0.00041
12531,2065,154,女性,35歲,0.00035
12532,2065,154,總計,36歲,0.00041
12533,2065,154,男性,36歲,0.00045
12534,2065,154,女性,36歲,0.00037
12535,2065,154,總計,37歲,0.00045
12536,2065,154,男性,37歲,0.0005
12537,2065,154,女性,37歲,0.0004
12538,2065,154,總計,38歲,0.0005
12539,2065,154,男性,38歲,0.00057
12540,2065,154,女性,38歲,0.00043
12541,2065,154,總計,39歲,0.00056
12542,2065,154,男性,39歲,0.00064
12543,2065,154,女性,39歲,0.00047
12544,2065,154,總計,40歲,0.00062
12545,2065,154,男性,40歲,0.00073
12546,2065,154,女性,40歲,0.00051
12547,2065,154,總計,41歲,0.00069
12548,2065,154,男性,41歲,0.00083
12549,2065,154,女性,41歲,0.00055
12550,2065,154,總計,42歲,0.00077
12551,2065,154,男性,42歲,0.00094
12552,2065,154,女性,42歲,0.0006
12553,2065,154,總計,43歲,0.00087
12554,2065,154,男性,43歲,0.00108
12555,2065,154,女性,43歲,0.00066
12556,2065,154,總計,44歲,0.00097
12557,2065,154,男性,44歲,0.00123
12558,2065,154,女性,44歲,0.00072
12559,2065,154,總計,45歲,0.00109
12560,2065,154,男性,45歲,0.0014
12561,2065,154,女性,45歲,0.00079
12562,2065,154,總計,46歲,0.00123
12563,2065,154,男性,46歲,0.0016
12564,2065,154,女性,46歲,0.00086
12565,2065,154,總計,47歲,0.00137
12566,2065,154,男性,47歲,0.00181
12567,2065,154,女性,47歲,0.00094
12568,2065,154,總計,48歲,0.00153
12569,2065,154,男性,48歲,0.00206
12570,2065,154,女性,48歲,0.00102
12571,2065,154,總計,49歲,0.00172
12572,2065,154,男性,49歲,0.00233
12573,2065,154,女性,49歲,0.00111
12574,2065,154,總計,50歲,0.00191
12575,2065,154,男性,50歲,0.00264
12576,2065,154,女性,50歲,0.0012
12577,2065,154,總計,51歲,0.00213
12578,2065,154,男性,51歲,0.00298
12579,2065,154,女性,51歲,0.00129
12580,2065,154,總計,52歲,0.00235
12581,2065,154,男性,52歲,0.00333
12582,2065,154,女性,52歲,0.00137
12583,2065,154,總計,53歲,0.00258
12584,2065,154,男性,53歲,0.00371
12585,2065,154,女性,53歲,0.00147
12586,2065,154,總計,54歲,0.00279
12587,2065,154,男性,54歲,0.00404
12588,2065,154,女性,54歲,0.00156
12589,2065,154,總計,55歲,0.003
12590,2065,154,男性,55歲,0.00439
12591,2065,154,女性,55歲,0.00164
12592,2065,154,總計,56歲,0.00323
12593,2065,154,男性,56歲,0.00475
12594,2065,154,女性,56歲,0.00174
12595,2065,154,總計,57歲,0.00348
12596,2065,154,男性,57歲,0.00516
12597,2065,154,女性,57歲,0.00185
12598,2065,154,總計,58歲,0.00375
12599,2065,154,男性,58歲,0.00558
12600,2065,154,女性,58歲,0.00197
12601,2065,154,總計,59歲,0.00402
12602,2065,154,男性,59歲,0.006
