git年份,性別,縣市,癌症類別,發生率,癌症發生數,平均年齡,年齡中位數,粗率 (每10萬人口)
2022,女,新北市,鼻咽,1.82,61 ,55.98,55.0,2.98
2022,女,新北市,食道,1.34,51 ,64.08,64.0,2.49
2022,女,新北市,胃,8.46,334 ,67.0,68.0,16.3
2022,女,新北市,小腸,0.93,35 ,65.43,69.0,1.71
2022,女,新北市,結直腸,32.99,"1,278 ",66.1,67.0,62.38
2022,女,新北市,肝及肝內膽管,10.35,440 ,70.21,70.0,21.48
2022,女,新北市,膽囊及肝外膽管,2.16,91 ,71.07,72.0,4.44
2022,女,新北市,胰,6.36,255 ,68.09,68.0,12.45
2022,女,新北市,後腹膜腔及腹膜,1.02,39 ,63.85,65.0,1.9
2022,女,新北市,消化器官其他分界不明部位,0.05,2 ,74.5,74.5,0.1
2022,女,新北市,鼻腔、中耳及副鼻竇,0.41,15 ,61.27,58.0,0.73
2022,女,新北市,喉,0.23,9 ,65.44,63.0,0.44
2022,女,新北市,肺、支氣管及氣管,39.77,"1,540 ",64.25,64.0,75.17
2022,女,新北市,胸膜,0.18,7 ,65.14,62.0,0.34
2022,女,新北市,胸腺、心臟與中隔,1.86,56 ,54.45,57.0,2.73
2022,女,新北市,骨、關節及關節軟骨,0.53,11 ,49.27,42.0,0.54
2022,女,新北市,結締組織、皮下組織及其他軟組織,2.03,49 ,52.29,60.0,2.39
2022,女,新北市,皮膚,6.69,264 ,69.2,70.0,12.89
2022,女,新北市,女性乳房,105.89,"3,561 ",56.59,56.0,173.82
2022,女,新北市,子宮頸,8.12,253 ,55.26,55.0,12.35
2022,女,新北市,子宮體,21.31,715 ,56.34,56.0,34.9
2022,女,新北市,卵巢、輸卵管及寬韌帶,10.59,337 ,54.93,54.0,16.45
2022,女,新北市,其他女性生殖器官,0.88,32 ,62.97,61.5,1.56
2022,女,新北市,膀胱,2.86,119 ,71.99,73.0,5.81
2022,女,新北市,腎,3.26,113 ,60.78,64.0,5.52
2022,女,新北市,腎盂及其他泌尿系統,3.56,155 ,73.87,75.0,7.57
2022,女,新北市,眼及淚腺,0.14,1 ,0.0,0.0,0.05
2022,女,新北市,腦,1.86,54 ,55.2,61.0,2.64
2022,女,新北市,其他神經系統,0.12,5 ,65.0,67.0,0.24
2022,女,新北市,甲狀腺,27.55,756 ,49.1,49.0,36.9
2022,女,新北市,其他內分泌腺,1.02,23 ,47.3,52.0,1.12
2022,女,新北市,其他分界不明的部位,0.11,1 ,6.0,6.0,0.05
2022,女,新北市,不明原發部位,1.32,55 ,73.42,76.0,2.68
2022,女,新北市,何杰金氏淋巴瘤,1.28,24 ,41.83,37.5,1.17
2022,女,新北市,白血病,7.01,210 ,60.22,64.0,10.25
2022,女,新北市,非何杰金氏淋巴瘤,7.16,262 ,63.97,65.0,12.79
2022,女,新北市,漿細胞瘤,1.85,75 ,66.77,67.0,3.66
2022,女,新北市,全癌症,327.91,"11,468 ",60.53,61.0,559.78
