統計期,性別,總計,未滿1~4歲,未滿1歲,1歲,2歲,3歲,4歲,5~9歲,5歲,6歲,7歲,8歲,9歲,10~14歲,10歲,11歲,12歲,13歲,14歲,15~19歲,15歲,16歲,17歲,18歲,19歲,20~24歲,20歲,21歲,22歲,23歲,24歲,25~29歲,25歲,26歲,27歲,28歲,29歲,30~34歲,30歲,31歲,32歲,33歲,34歲,35~39歲,35歲,36歲,37歲,38歲,39歲,40~44歲,40歲,41歲,42歲,43歲,44歲,45~49歲,45歲,46歲,47歲,48歲,49歲,50~54歲,50歲,51歲,52歲,53歲,54歲,55~59歲,55歲,56歲,57歲,58歲,59歲,60~64歲,60歲,61歲,62歲,63歲,64歲,65~69歲,65歲,66歲,67歲,68歲,69歲,70~74歲,70歲,71歲,72歲,73歲,74歲,75~79歲,75歲,76歲,77歲,78歲,79歲,80~84歲,80歲,81歲,82歲,83歲,84歲,85~89歲,85歲,86歲,87歲,88歲,89歲,90~94歲,90歲,91歲,92歲,93歲,94歲,95~99歲,95歲,96歲,97歲,98歲,99歲,100歲以上
101年 1月底,總計,2652959,118940,25003,22557,23980,23338,24062,113728,22568,21736,21971,22538,24915,149532,25811,31912,30618,28077,33114,159825,32298,33515,31855,31475,30682,153891,29953,31980,29345,33073,29540,176663,28739,32898,36273,38017,40736,216664,43083,43367,45039,44416,40759,211353,48673,40576,40853,40667,40584,214500,42247,43735,43642,43333,41543,217745,42754,43116,44178,44296,43401,214039,42679,43323,43134,43587,41316,205717,42935,42533,40961,39569,39719,161384,39822,34566,32907,28230,25859,96009,20661,17001,19413,19753,19181,84228,18630,18265,17036,15569,14728,62434,13606,13265,12252,11645,11666,51488,11342,11293,10458,9569,8826,30434,7999,7333,5799,5009,4294,11144,3651,2706,2051,1527,1209,2725,881,622,506,373,343,516
101年 1月底,男,1277071,61407,12823,11738,12351,12114,12381,59571,11722,11489,11612,11745,13003,77991,13353,16711,15996,14733,17198,82889,16734,17426,16573,16213,15943,79459,15654,16695,15171,16810,15129,86680,14288,16356,17922,18413,19701,101086,20393,20356,20938,20640,18759,97290,22589,18466,18794,18931,18510,98033,19298,20030,19857,19818,19030,101469,19811,20108,20594,20601,20355,100099,20033,20358,20093,20463,19152,96998,20080,20123,19357,18621,18817,75439,18732,16083,15227,13336,12061,44193,9748,7802,8894,8961,8788,36741,8226,8077,7444,6670,6324,27822,5863,5634,5495,5303,5527,26479,5675,5847,5410,4941,4606,15983,4197,3871,2989,2596,2330,5731,1866,1412,1076,769,608,1423,466,301,258,192,206,288
101年 1月底,女,1375888,57533,12180,10819,11629,11224,11681,54157,10846,10247,10359,10793,11912,71541,12458,15201,14622,13344,15916,76936,15564,16089,15282,15262,14739,74432,14299,15285,14174,16263,14411,89983,14451,16542,18351,19604,21035,115578,22690,23011,24101,23776,22000,114063,26084,22110,22059,21736,22074,116467,22949,23705,23785,23515,22513,116276,22943,23008,23584,23695,23046,113940,22646,22965,23041,23124,22164,108719,22855,22410,21604,20948,20902,85945,21090,18483,17680,14894,13798,51816,10913,9199,10519,10792,10393,47487,10404,10188,9592,8899,8404,34612,7743,7631,6757,6342,6139,25009,5667,5446,5048,4628,4220,14451,3802,3462,2810,2413,1964,5413,1785,1294,975,758,601,1302,415,321,248,181,137,228
101年 2月底,總計,2653948,119979,25553,22846,24003,23291,24286,113454,22583,21631,21848,22422,24970,148793,25427,31636,30862,28022,32846,159664,32475,33163,31935,31431,30660,153805,29982,31757,29631,32924,29511,175965,28705,32668,36063,37923,40606,217438,43316,43345,45447,44558,40772,211616,48604,41060,40839,40678,40435,214764,42246,43544,43793,43123,42058,217048,42218,43018,44275,44083,43454,213533,42937,42625,43511,43784,40676,205851,43315,42052,40929,40042,39513,162416,39760,35388,32416,28789,26063,96470,21587,16739,19172,19762,19210,84405,18492,18235,17260,15669,14749,62396,13595,13282,12246,11643,11630,51379,11354,11199,10450,9503,8873,30534,8029,7342,5869,5011,4283,11167,3624,2749,2071,1533,1190,2733,891,629,505,368,340,538
101年 2月底,男,1277560,61952,13138,11855,12408,12068,12483,59443,11743,11414,11525,11721,13040,77650,13147,16527,16152,14723,17101,82748,16782,17228,16632,16247,15859,79404,15660,16572,15348,16767,15057,86352,14326,16262,17749,18456,19559,101566,20573,20306,21153,20728,18806,97463,22525,18740,18818,18924,18456,98162,19275,19987,19930,19755,19215,101236,19616,20072,20608,20513,20427,99941,20086,20080,20238,20502,19035,96925,20142,19835,19425,18839,18684,75956,18742,16461,14997,13576,12180,44368,10128,7735,8771,8909,8825,36861,8191,8067,7540,6718,6345,27718,5811,5652,5471,5300,5484,26339,5603,5822,5413,4882,4619,16007,4207,3880,3023,2586,2311,5751,1864,1421,1071,782,613,1410,457,305,267,181,200,308
101年 2月底,女,1376388,58027,12415,10991,11595,11223,11803,54011,10840,10217,10323,10701,11930,71143,12280,15109,14710,13299,15745,76916,15693,15935,15303,15184,14801,74401,14322,15185,14283,16157,14454,89613,14379,16406,18314,19467,21047,115872,22743,23039,24294,23830,21966,114153,26079,22320,22021,21754,21979,116602,22971,23557,23863,23368,22843,115812,22602,22946,23667,23570,23027,113592,22851,22545,23273,23282,21641,108926,23173,22217,21504,21203,20829,86460,21018,18927,17419,15213,13883,52102,11459,9004,10401,10853,10385,47544,10301,10168,9720,8951,8404,34678,7784,7630,6775,6343,6146,25040,5751,5377,5037,4621,4254,14527,3822,3462,2846,2425,1972,5416,1760,1328,1000,751,577,1323,434,324,238,187,140,230
101年 3月底,總計,2656512,120938,25966,23400,23964,23342,24266,113126,22544,21686,21785,22328,24783,148495,25354,31446,30851,28321,32523,159731,32404,33123,32017,31466,30721,153525,29890,31394,30184,32531,29526,175691,28797,32486,35937,37642,40829,218466,43372,43385,45551,44873,41285,211968,48289,41487,40941,40747,40504,214683,42045,43500,43668,43353,42117,216819,42092,42843,44251,44013,43620,213620,42912,42452,43317,44244,40695,205545,42692,42153,41138,39895,39667,163820,39665,35279,33109,29404,26363,96779,22224,16546,19024,19749,19236,84568,18463,18171,17372,15753,14809,62336,13653,13202,12315,11709,11457,51295,11404,11089,10419,9602,8781,30641,8090,7303,5901,5070,4277,11186,3607,2798,2075,1529,1177,2730,891,634,496,376,333,550
101年 3月底,男,1278723,62488,13345,12139,12427,12129,12448,59273,11701,11389,11542,11664,12977,77488,13111,16383,16172,14840,16982,82804,16759,17163,16727,16255,15900,79245,15576,16374,15660,16553,15082,86234,14405,16146,17667,18317,19699,102037,20552,20336,21226,20807,19116,97745,22437,18964,18843,18952,18549,98125,19179,19935,19875,19841,19295,101134,19558,19898,20698,20519,20461,99984,19969,20088,20117,20668,19142,96687,19818,19866,19514,18761,18728,76651,18692,16479,15300,13817,12363,44456,10399,7695,8671,8913,8778,37016,8215,8062,7610,6757,6372,27596,5813,5650,5450,5299,5384,26241,5611,5746,5370,4975,4539,16035,4213,3874,3031,2626,2291,5763,1854,1453,1065,786,605,1404,459,308,257,189,191,317
101年 3月底,女,1377789,58450,12621,11261,11537,11213,11818,53853,10843,10297,10243,10664,11806,71007,12243,15063,14679,13481,15541,76927,15645,15960,15290,15211,14821,74280,14314,15020,14524,15978,14444,89457,14392,16340,18270,19325,21130,116429,22820,23049,24325,24066,22169,114223,25852,22523,22098,21795,21955,116558,22866,23565,23793,23512,22822,115685,22534,22945,23553,23494,23159,113636,22943,22364,23200,23576,21553,108858,22874,22287,21624,21134,20939,87169,20973,18800,17809,15587,14000,52323,11825,8851,10353,10836,10458,47552,10248,10109,9762,8996,8437,34740,7840,7552,6865,6410,6073,25054,5793,5343,5049,4627,4242,14606,3877,3429,2870,2444,1986,5423,1753,1345,1010,743,572,1326,432,326,239,187,142,233
101年 4月底,總計,2658685,121783,26223,23913,23987,23347,24313,112725,22522,21537,21781,22205,24680,148074,25277,31114,30906,28682,32095,159645,32325,33100,31948,31513,30759,153449,29989,31173,30499,32121,29667,175473,29030,32183,35897,37532,40831,219298,43232,43770,45475,45149,41672,212214,47961,41809,41191,40647,40606,214557,42001,43441,43505,43604,42006,216652,42017,42736,44144,43943,43812,213785,42878,42537,43028,44267,41075,205310,42216,42292,41452,40010,39340,164579,39628,35328,32527,30924,26172,97572,23146,16447,18974,19810,19195,84827,18489,18192,17357,16022,14767,62307,13654,13217,12384,11699,11353,51248,11436,11090,10355,9624,8743,30691,8188,7086,6053,5096,4268,11218,3598,2838,2071,1537,1174,2730,906,629,505,374,316,548
101年 4月底,男,1279554,62916,13504,12338,12468,12087,12519,59039,11683,11340,11497,11636,12883,77323,13090,16200,16243,15011,16779,82772,16710,17167,16671,16341,15883,79196,15579,16286,15863,16298,15170,86129,14549,15981,17630,18297,19672,102475,20472,20537,21188,20928,19350,97802,22207,19218,18881,18882,18614,98143,19214,19817,19912,19975,19225,100962,19440,19854,20670,20517,20481,100081,19977,20142,19947,20715,19300,96499,19565,19948,19641,18833,18512,77043,18709,16533,15026,14474,12301,44800,10812,7613,8653,8976,8746,37150,8258,8118,7532,6905,6337,27526,5810,5670,5422,5335,5289,26173,5602,5716,5376,4966,4513,16013,4264,3725,3105,2651,2268,5800,1889,1445,1069,797,600,1394,456,309,262,191,176,318
101年 4月底,女,1379131,58867,12719,11575,11519,11260,11794,53686,10839,10197,10284,10569,11797,70751,12187,14914,14663,13671,15316,76873,15615,15933,15277,15172,14876,74253,14410,14887,14636,15823,14497,89344,14481,16202,18267,19235,21159,116823,22760,23233,24287,24221,22322,114412,25754,22591,22310,21765,21992,116414,22787,23624,23593,23629,22781,115690,22577,22882,23474,23426,23331,113704,22901,22395,23081,23552,21775,108811,22651,22344,21811,21177,20828,87536,20919,18795,17501,16450,13871,52772,12334,8834,10321,10834,10449,47677,10231,10074,9825,9117,8430,34781,7844,7547,6962,6364,6064,25075,5834,5374,4979,4658,4230,14678,3924,3361,2948,2445,2000,5418,1709,1393,1002,740,574,1336,450,320,243,183,140,230
101年 5月底,總計,2661017,122773,26673,24556,23870,23445,24229,112325,22523,21298,21935,22143,24426,147604,25214,30733,30908,28971,31778,159555,32242,32993,31999,31435,30886,153465,29994,31036,30718,31899,29818,175229,29177,31892,35905,37489,40766,220203,43119,44151,45541,45407,41985,212405,47519,42388,41350,40602,40546,214748,42041,43306,43697,43581,42123,216284,41908,42685,44049,43841,43801,214005,43046,42484,42847,44157,41471,205004,41880,42370,41565,40162,39027,165703,39589,36291,32709,30519,26595,97972,23399,16608,18821,19895,19249,84911,18510,18126,17353,16067,14855,62294,13708,13147,12416,11677,11346,51246,11431,11027,10404,9610,8774,30647,8055,7162,6055,5132,4243,11340,3657,2886,2082,1545,1170,2744,922,629,501,387,305,560
101年 5月底,男,1280457,63401,13729,12698,12335,12185,12454,58837,11645,11237,11585,11589,12781,77062,13019,16034,16267,15156,16586,82767,16690,17151,16683,16326,15917,79149,15573,16193,15968,16232,15183,86051,14708,15807,17605,18254,19677,102928,20402,20729,21223,21006,19568,97931,21950,19534,18950,18865,18632,98242,19184,19777,20018,19979,19284,100712,19344,19710,20730,20439,20489,100149,20055,20148,19873,20629,19444,96425,19488,19844,19742,18902,18449,77478,18617,16974,15082,14295,12510,45004,10938,7680,8556,9058,8772,37186,8240,8132,7505,6964,6345,27461,5829,5641,5411,5295,5285,26080,5564,5673,5368,4955,4520,15989,4190,3768,3102,2678,2251,5879,1922,1482,1073,803,599,1399,461,314,260,196,168,327
101年 5月底,女,1380560,59372,12944,11858,11535,11260,11775,53488,10878,10061,10350,10554,11645,70542,12195,14699,14641,13815,15192,76788,15552,15842,15316,15109,14969,74316,14421,14843,14750,15667,14635,89178,14469,16085,18300,19235,21089,117275,22717,23422,24318,24401,22417,114474,25569,22854,22400,21737,21914,116506,22857,23529,23679,23602,22839,115572,22564,22975,23319,23402,23312,113856,22991,22336,22974,23528,22027,108579,22392,22526,21823,21260,20578,88225,20972,19317,17627,16224,14085,52968,12461,8928,10265,10837,10477,47725,10270,9994,9848,9103,8510,34833,7879,7506,7005,6382,6061,25166,5867,5354,5036,4655,4254,14658,3865,3394,2953,2454,1992,5461,1735,1404,1009,742,571,1345,461,315,241,191,137,233
101年 6月底,總計,2663263,123996,27222,25077,23794,23558,24345,112008,22538,21254,22013,21936,24267,147209,25255,30346,30893,29099,31616,159569,32276,32795,32080,31463,30955,153420,30011,30771,30977,31512,30149,174705,29449,31493,35770,37372,40621,220809,43059,44299,45500,45659,42292,212850,47304,42874,41532,40492,40648,214607,42056,43186,43644,43534,42187,216155,41854,42711,44189,43720,43681,214115,43148,42554,42774,43856,41783,205172,41726,42376,41710,40170,39190,166400,39326,37100,32778,30599,26597,98247,23649,16847,18697,19926,19128,85070,18518,18150,17445,16117,14840,62349,13761,13197,12451,11609,11331,51192,11422,10909,10415,9645,8801,30680,7992,7257,6063,5127,4241,11410,3708,2901,2101,1523,1177,2726,915,626,501,399,285,574
101年 6月底,男,1281370,64060,14078,12942,12287,12267,12486,58680,11644,11262,11592,11500,12682,76852,13104,15778,16272,15201,16497,82762,16702,17032,16739,16317,15972,79135,15587,16068,16055,16131,15294,85830,14843,15636,17554,18170,19627,103146,20348,20775,21255,21110,19658,98184,21888,19714,19060,18798,18724,98153,19211,19706,20015,19911,19310,100676,19356,19697,20820,20343,20460,100169,20051,20179,19881,20440,19618,96446,19404,19861,19771,18918,18492,77828,18524,17394,15046,14339,12525,45134,11035,7847,8450,9104,8698,37259,8255,8157,7507,7035,6305,27421,5872,5661,5394,5261,5233,26012,5577,5580,5376,4992,4487,15992,4173,3788,3109,2671,2251,5895,1945,1484,1079,802,585,1400,464,321,257,205,153,336
101年 6月底,女,1381893,59936,13144,12135,11507,11291,11859,53328,10894,9992,10421,10436,11585,70357,12151,14568,14621,13898,15119,76807,15574,15763,15341,15146,14983,74285,14424,14703,14922,15381,14855,88875,14606,15857,18216,19202,20994,117663,22711,23524,24245,24549,22634,114666,25416,23160,22472,21694,21924,116454,22845,23480,23629,23623,22877,115479,22498,23014,23369,23377,23221,113946,23097,22375,22893,23416,22165,108726,22322,22515,21939,21252,20698,88572,20802,19706,17732,16260,14072,53113,12614,9000,10247,10822,10430,47811,10263,9993,9938,9082,8535,34928,7889,7536,7057,6348,6098,25180,5845,5329,5039,4653,4314,14688,3819,3469,2954,2456,1990,5515,1763,1417,1022,721,592,1326,451,305,244,194,132,238
101年 7月底,總計,2664487,124620,27127,25738,23690,23748,24317,111896,22632,21193,21957,21951,24163,146474,25177,29853,30909,29410,31125,159525,32446,32607,32132,31384,30956,153456,30057,30536,31380,31145,30338,174100,29607,31204,35627,37164,40498,221591,43038,44397,45403,45916,42837,213278,46889,43644,41326,40685,40734,214397,41839,43076,43678,43514,42290,216059,41881,42684,44035,43531,43928,213940,43020,42470,42778,43533,42139,205281,41418,42480,41921,39868,39594,166902,39130,37799,32717,30742,26514,98673,23978,17095,18609,19958,19033,85307,18713,18125,17466,16115,14888,62444,13832,13170,12436,11610,11396,51088,11332,10827,10469,9682,8778,30693,7962,7257,6164,5115,4195,11471,3745,2906,2099,1547,1174,2703,915,613,502,402,271,589
101年 7月底,男,1281745,64421,14034,13259,12244,12381,12503,58586,11676,11163,11609,11484,12654,76514,13096,15466,16318,15344,16290,82647,16767,16905,16738,16318,15919,79200,15601,15953,16261,16027,15358,85522,14929,15491,17494,18038,19570,103566,20385,20802,21175,21321,19883,98433,21759,20016,18951,18944,18763,98056,19107,19648,20048,19924,19329,100604,19353,19716,20665,20272,20598,100032,19958,20071,20018,20209,19776,96471,19201,19931,19905,18726,18708,77986,18405,17710,15051,14388,12432,45387,11229,8002,8411,9144,8601,37367,8395,8113,7506,7038,6315,27409,5922,5652,5371,5239,5225,25923,5503,5548,5402,4968,4502,15957,4154,3772,3164,2637,2230,5929,1960,1483,1081,834,571,1388,461,318,252,210,147,347
101年 7月底,女,1382742,60199,13093,12479,11446,11367,11814,53310,10956,10030,10348,10467,11509,69960,12081,14387,14591,14066,14835,76878,15679,15702,15394,15066,15037,74256,14456,14583,15119,15118,14980,88578,14678,15713,18133,19126,20928,118025,22653,23595,24228,24595,22954,114845,25130,23628,22375,21741,21971,116341,22732,23428,23630,23590,22961,115455,22528,22968,23370,23259,23330,113908,23062,22399,22760,23324,22363,108810,22217,22549,22016,21142,20886,88916,20725,20089,17666,16354,14082,53286,12749,9093,10198,10814,10432,47940,10318,10012,9960,9077,8573,35035,7910,7518,7065,6371,6171,25165,5829,5279,5067,4714,4276,14736,3808,3485,3000,2478,1965,5542,1785,1423,1018,713,603,1315,454,295,250,192,124,242
101年 8月底,總計,2665602,125514,27461,26276,23611,24056,24110,111884,22908,21118,21903,21973,23982,145678,25018,29405,30977,29602,30676,159208,32326,32428,32250,31245,30959,153392,30007,30352,31623,30886,30524,173295,29755,30859,35395,37088,40198,222295,42916,44682,45192,46052,43453,213630,46129,44665,40942,41237,40657,214165,41565,43096,43555,43496,42453,215745,41805,42667,43799,43561,43913,213797,42898,42432,42885,43389,42193,205280,40720,43252,42140,39616,39552,167763,39242,38073,32713,31207,26528,99220,24402,17436,18393,19871,19118,85411,18790,18114,17466,16206,14835,62585,13981,13131,12551,11563,11359,51035,11350,10772,10460,9621,8832,30809,8010,7224,6246,5149,4180,11556,3755,2947,2153,1547,1154,2737,940,622,502,407,266,603
101年 8月底,男,1282160,64865,14173,13527,12179,12584,12402,58541,11840,11109,11518,11536,12538,76136,13052,15230,16297,15481,16076,82486,16722,16809,16740,16305,15910,79088,15566,15860,16317,15983,15362,85169,15067,15322,17346,18026,19408,103979,20353,20936,21074,21371,20245,98587,21399,20515,18695,19233,18745,98019,18974,19660,20030,19908,19447,100421,19248,19706,20578,20372,20517,100005,19942,20035,20074,20157,19797,96385,18878,20294,19874,18709,18630,78371,18444,17830,15084,14593,12420,45628,11393,8221,8325,9064,8625,37483,8480,8128,7475,7106,6294,27446,6000,5622,5379,5219,5226,25802,5432,5511,5400,4939,4520,16013,4176,3759,3240,2615,2223,5987,1970,1509,1111,819,578,1390,456,321,262,213,138,359
101年 8月底,女,1383442,60649,13288,12749,11432,11472,11708,53343,11068,10009,10385,10437,11444,69542,11966,14175,14680,14121,14600,76722,15604,15619,15510,14940,15049,74304,14441,14492,15306,14903,15162,88126,14688,15537,18049,19062,20790,118316,22563,23746,24118,24681,23208,115043,24730,24150,22247,22004,21912,116146,22591,23436,23525,23588,23006,115324,22557,22961,23221,23189,23396,113792,22956,22397,22811,23232,22396,108895,21842,22958,22266,20907,20922,89392,20798,20243,17629,16614,14108,53592,13009,9215,10068,10807,10493,47928,10310,9986,9991,9100,8541,35139,7981,7509,7172,6344,6133,25233,5918,5261,5060,4682,4312,14796,3834,3465,3006,2534,1957,5569,1785,1438,1042,728,576,1347,484,301,240,194,128,244
101年 9月底,總計,2665832,126299,27750,26825,23535,24175,24014,111805,22993,21311,21738,22049,23714,144382,25080,28673,31057,29748,29824,159260,32540,32468,32048,31278,30926,153111,29935,30145,31633,30567,30831,172187,29779,30664,34839,36835,40070,223142,42815,44952,45005,46207,44163,213797,45285,45645,40795,41433,40639,214174,41414,42936,43574,43540,42710,214940,41467,42500,43548,43635,43790,213588,42879,42321,42891,43223,42274,205134,40239,43629,42203,39552,39511,168836,39420,38115,32882,31759,26660,99693,24621,18166,17883,19831,19192,85679,18808,18149,17513,16344,14865,62691,14074,12980,12724,11568,11345,51100,11361,10619,10568,9650,8902,30943,8053,7144,6373,5178,4195,11694,3800,2952,2206,1569,1167,2753,935,647,492,417,262,624
101年 9月底,男,1282207,65272,14321,13752,12220,12575,12404,58473,11853,11227,11393,11641,12359,75496,13105,14862,16308,15577,15644,82509,16833,16808,16625,16332,15911,78954,15464,15811,16390,15737,15552,84595,15100,15194,17087,17889,19325,104421,20326,21064,21040,21414,20577,98817,21043,20952,18670,19279,18873,97990,18897,19574,20021,19897,19601,99966,19064,19660,20400,20398,20444,99943,19957,20018,20051,20101,19816,96320,18680,20457,19871,18732,18580,78911,18454,17906,15204,14818,12529,45828,11449,8522,8159,9019,8679,37598,8496,8106,7528,7202,6266,27456,6077,5523,5453,5203,5200,25788,5409,5422,5431,4970,4556,16047,4174,3741,3284,2616,2232,6064,1976,1514,1153,830,591,1387,440,348,252,212,135,372
